MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,Total Bath,Total Porch SF
90,RL,72.5,10899,Pave,IR1,Lvl,NAmes,Norm,Norm,Duplex,1Story,4,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Slab,NA,NA,NA,0.0,GasA,TA,N,SBrkr,1224,2,2,TA,8,Typ,0,CarPort,1964.0,Unf,3.0,530.0,TA,TA,Y,0,0,0,4,2007,WD ,103000,2.0,0
120,RM,32.0,4500,Pave,Reg,Lvl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,1237.0,GasA,Ex,Y,SBrkr,1337,2,1,TA,5,Typ,0,Attchd,1998.0,Fin,2.0,405.0,TA,TA,Y,0,0,0,3,2006,WD ,153500,3.0,199
85,RL,88.1,16647,Pave,IR1,Lvl,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,1975,1981,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,1390.0,GasA,TA,Y,SBrkr,1701,3,1,TA,6,Min2,2,Basment,1975.0,Fin,2.0,611.0,TA,TA,Y,0,0,0,1,2007,WD ,171000,3.0,0
50,RL,62.0,8707,Pave,Reg,Lvl,Edwards,Feedr,Norm,1Fam,1.5Fin,4,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,1093.0,GasA,TA,N,FuseF,1669,4,1,TA,9,Min2,0,Attchd,1924.0,Unf,1.0,288.0,Fa,TA,Y,0,0,0,5,2006,WD ,107000,1.5,56
20,RL,66.0,8300,Pave,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,6,1968,1968,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,86.0,TA,TA,CBlock,TA,TA,Mn,952.0,GasA,Gd,Y,SBrkr,952,3,1,TA,5,Typ,0,Attchd,1968.0,Unf,1.0,288.0,TA,TA,Y,0,0,0,8,2007,WD ,128500,2.0,0
20,RL,72.0,9770,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,922.0,GasA,TA,Y,FuseA,922,2,1,TA,5,Typ,0,Attchd,1957.0,Unf,1.0,308.0,TA,TA,Y,0,0,0,4,2007,WD ,116000,2.0,34
20,RL,80.0,17400,Pave,Reg,Low,Mitchel,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,1126.0,GasA,Fa,Y,SBrkr,1126,3,1,TA,5,Typ,1,Attchd,1977.0,RFn,2.0,484.0,TA,TA,P,295,0,0,5,2006,WD ,160000,3.0,41
120,RL,39.0,5070,Pave,IR1,HLS,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,1280.0,GasA,Ex,Y,SBrkr,1280,2,1,Gd,5,Typ,0,Attchd,1992.0,RFn,2.0,506.0,TA,TA,Y,0,0,0,8,2008,WD ,180000,2.0,226
20,RL,66.0,7920,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,5,1970,2002,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,TA,TA,CBlock,TA,TA,No,914.0,GasA,Ex,Y,SBrkr,914,3,1,Ex,5,Typ,0,Attchd,1970.0,RFn,1.0,368.0,TA,Gd,Y,120,0,0,10,2007,WD ,133000,1.0,0
90,RM,78.0,7020,Pave,Reg,Lvl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,200.0,TA,Gd,PConc,Gd,TA,Gd,1288.0,GasA,Gd,Y,SBrkr,1368,2,2,TA,8,Typ,0,Attchd,1997.0,Fin,4.0,784.0,TA,TA,Y,0,0,0,11,2006,WD ,215000,4.0,48
70,RL,63.2,7500,Pave,IR1,Bnk,Crawfor,Norm,Norm,1Fam,2Story,6,7,1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,771.0,GasA,Fa,Y,SBrkr,1494,3,1,Gd,7,Typ,2,Attchd,1942.0,Unf,1.0,213.0,TA,TA,P,0,0,0,11,2009,WD ,177500,1.0,224
20,RL,76.0,10612,Pave,Reg,Lvl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,248.0,Gd,TA,PConc,Gd,TA,Mn,1524.0,GasA,Gd,Y,SBrkr,1534,3,1,Gd,7,Typ,1,Attchd,2006.0,Fin,2.0,484.0,TA,TA,Y,168,0,0,1,2007,WD ,215000,2.0,46
50,RM,51.0,6120,Pave,Reg,Lvl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1938,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,952.0,GasA,TA,Y,FuseA,1582,3,1,TA,6,Typ,1,Detchd,1938.0,Unf,1.0,250.0,Fa,TA,Y,189,0,0,2,2009,WD ,150000,2.0,184
60,RL,90.0,12376,Pave,Reg,Lvl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Mn,1673.0,GasA,Gd,Y,SBrkr,3222,5,1,Gd,11,Typ,2,Attchd,1990.0,Unf,3.0,594.0,TA,TA,Y,367,0,0,5,2010,WD ,320000,4.0,0
20,RL,100.0,10004,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,1516.0,GasA,TA,Y,SBrkr,1516,3,1,TA,6,Typ,0,Attchd,1964.0,RFn,2.0,472.0,TA,TA,Y,0,0,0,2,2009,WD ,167000,1.5,152
30,RL,55.0,8250,Pave,Reg,Lvl,Edwards,Norm,Norm,1Fam,1Story,5,7,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Slab,NA,NA,NA,0.0,GasA,TA,N,SBrkr,1032,2,1,TA,6,Typ,1,Detchd,1939.0,Unf,1.0,260.0,TA,TA,Y,0,0,0,6,2006,WD ,125000,1.0,121
20,RM,103.0,12205,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,1Story,3,1,1949,1992,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,Fa,No,448.0,GasA,Gd,Y,SBrkr,1588,5,1,TA,6,Maj2,0,NA,0,NA,0.0,0.0,NA,NA,N,0,0,0,12,2008,WD ,65000,2.0,0
20,RL,103.0,11175,Pave,IR1,Lvl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,1316.0,GasA,Ex,Y,SBrkr,1316,3,1,Gd,6,Typ,1,Attchd,2007.0,Fin,2.0,440.0,TA,TA,Y,0,0,0,10,2007,New,200141,2.0,20
20,RL,85.0,9965,Pave,Reg,Lvl,Somerst,Feedr,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,NA,0,Gd,TA,PConc,Gd,TA,No,1528.0,GasA,Ex,Y,SBrkr,1528,3,1,Gd,6,Typ,1,Attchd,2007.0,Unf,2.0,480.0,TA,TA,Y,0,0,0,9,2007,New,235876,4.0,228
70,RM,50.0,8660,Pave,Reg,Bnk,IDOTRR,Norm,Norm,1Fam,2Story,5,6,1900,1993,Gambrel,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,TA,No,760.0,GasA,Ex,N,SBrkr,2168,5,1,Gd,11,Typ,0,Detchd,1998.0,Unf,2.0,576.0,TA,TA,Y,467,0,0,12,2009,WD ,123000,2.0,238
50,RL,82.0,12375,Pave,Reg,Lvl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,5,1951,1951,Gable,CompShg,HdBoard,HdBoard,Stone,41.0,TA,Fa,CBlock,TA,TA,No,806.0,GasA,TA,Y,SBrkr,1422,3,1,TA,7,Typ,1,Detchd,1951.0,Unf,1.0,288.0,TA,TA,Y,0,0,0,6,2006,WD ,137500,2.0,0
20,RL,60.0,8070,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,990.0,GasA,Ex,Y,SBrkr,990,3,1,TA,5,Typ,0,NA,0,NA,0.0,0.0,NA,NA,Y,0,0,0,8,2007,WD ,123600,2.0,0
20,RL,84.0,8658,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,5,1965,1965,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,101.0,TA,TA,CBlock,TA,TA,No,1088.0,GasA,Ex,Y,SBrkr,1324,3,1,TA,6,Typ,1,Attchd,1965.0,RFn,2.0,440.0,TA,TA,Y,0,0,0,12,2006,WD ,160000,2.0,138
60,RL,64.7,8063,Pave,Reg,Lvl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,924.0,GasA,Ex,Y,SBrkr,1690,3,1,TA,7,Typ,1,Attchd,2000.0,RFn,2.0,463.0,TA,TA,Y,100,0,0,11,2007,WD ,181000,2.5,48
20,RM,49.0,8235,Pave,IR1,HLS,OldTown,Feedr,RRNn,1Fam,1Story,5,7,1955,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,825.0,GasA,TA,Y,SBrkr,825,2,1,TA,4,Typ,0,Detchd,1963.0,RFn,2.0,720.0,TA,TA,Y,140,0,0,6,2008,WD ,125000,2.0,50
60,RL,78.0,11700,Pave,Reg,Lvl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,727.0,GasA,Ex,Y,SBrkr,1556,4,1,TA,8,Typ,0,Attchd,1968.0,Unf,2.0,441.0,TA,TA,Y,0,0,0,5,2009,WD ,154000,1.5,0
60,RL,74.0,12961,Pave,Reg,Lvl,Mitchel,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,Mn,1152.0,GasA,Ex,Y,SBrkr,1797,3,1,Gd,7,Typ,1,Attchd,1993.0,Fin,2.0,616.0,TA,TA,Y,162,0,0,3,2010,WD ,231000,3.5,312
20,RL,65.0,8450,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,1056.0,GasA,Ex,Y,SBrkr,1056,3,1,TA,6,Typ,1,Attchd,1968.0,Unf,1.0,304.0,TA,TA,Y,0,0,0,7,2010,WD ,142000,2.0,269
75,RM,90.0,22950,Pave,IR2,Lvl,OldTown,Artery,Norm,1Fam,2.5Fin,10,9,1892,1993,Gable,WdShngl,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,Mn,1107.0,GasA,Ex,Y,SBrkr,3608,4,1,Ex,12,Typ,2,Detchd,1993.0,Unf,3.0,840.0,Ex,TA,Y,0,0,0,6,2006,WD ,475000,2.5,670
120,RM,41.0,5748,Pave,IR1,HLS,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,Stone,473.0,Gd,TA,PConc,Ex,TA,Gd,1573.0,GasA,Ex,Y,SBrkr,1778,2,1,Ex,5,Typ,1,Attchd,2005.0,Fin,2.0,495.0,TA,TA,Y,123,0,0,2,2006,New,375000,4.0,206
20,RL,70.0,10500,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,864.0,GasA,TA,Y,SBrkr,864,3,1,TA,5,Typ,1,NA,0,NA,0.0,0.0,NA,NA,Y,0,0,0,4,2010,ConLI,115000,1.0,0
20,FV,62.0,7500,Pave,Reg,Lvl,Somerst,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,1221.0,GasA,Ex,Y,SBrkr,1221,2,1,Gd,6,Typ,0,Attchd,2004.0,RFn,2.0,400.0,TA,TA,Y,0,0,0,10,2009,WD ,185000,3.0,113
40,RL,62.0,10042,Pave,Reg,Bnk,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,660.0,GasA,TA,Y,SBrkr,865,2,1,TA,4,Typ,1,Detchd,1920.0,Unf,1.0,216.0,TA,TA,Y,0,0,0,8,2007,WD ,108500,2.0,84
160,FV,24.0,2544,Pave,Reg,Lvl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,600.0,GasA,Ex,Y,SBrkr,1223,2,1,Gd,4,Typ,0,Detchd,2005.0,RFn,2.0,480.0,TA,TA,Y,0,0,0,7,2006,WD ,147400,2.5,166
160,FV,35.0,3768,Pave,Reg,Lvl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,Gd,TA,PConc,Gd,TA,No,691.0,GasA,Ex,Y,SBrkr,1452,3,1,Gd,6,Typ,0,Detchd,1999.0,Unf,2.0,506.0,TA,TA,Y,0,0,0,9,2009,WD ,156000,3.5,34
50,RM,70.9,10320,Pave,Reg,Lvl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,6,1915,1978,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Fa,BrkTil,TA,Fa,No,880.0,GasA,Gd,Y,SBrkr,1308,2,1,TA,6,Typ,0,Detchd,1950.0,Unf,2.0,400.0,Fa,Fa,Y,0,0,0,4,2008,WD ,120000,2.0,117
80,RL,61.0,9734,Pave,IR1,Lvl,Gilbert,RRAn,Norm,1Fam,SLvl,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,384.0,GasA,Ex,Y,SBrkr,1374,3,1,Gd,7,Typ,0,BuiltIn,2004.0,Fin,2.0,400.0,TA,TA,Y,0,0,0,5,2009,WD ,167000,2.5,0
120,RL,43.0,3182,Pave,Reg,Lvl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,Gd,TA,PConc,Gd,Gd,No,1346.0,GasA,Ex,Y,SBrkr,1504,2,1,Gd,7,Typ,1,Attchd,2005.0,Fin,2.0,437.0,TA,TA,Y,156,0,0,5,2008,WD ,191000,2.0,20
80,RL,56.0,8872,Pave,IR1,HLS,Gilbert,Norm,Norm,1Fam,SLvl,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,384.0,GasA,Gd,Y,SBrkr,1384,3,1,TA,7,Typ,1,BuiltIn,1997.0,Fin,2.0,390.0,TA,TA,Y,0,0,0,3,2007,WD ,161500,2.5,0
20,RL,70.0,12198,Pave,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1975,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,Av,1204.0,GasA,TA,Y,SBrkr,1411,3,1,TA,7,Typ,1,Attchd,1955.0,RFn,1.0,310.0,TA,TA,Y,278,0,0,6,2007,COD,130000,1.0,82
20,RL,80.0,8480,Pave,Reg,Lvl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,970.0,GasA,TA,Y,SBrkr,970,2,1,TA,5,Typ,0,Detchd,1996.0,Unf,2.0,624.0,TA,TA,Y,0,0,0,7,2007,WD ,132500,2.0,216
80,RL,70.5,10200,Pave,Reg,Lvl,Sawyer,Norm,Norm,1Fam,SLvl,5,8,1970,1970,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,PConc,Gd,TA,Av,864.0,GasA,Ex,Y,SBrkr,904,3,1,Gd,5,Typ,0,2Types,1979.0,Unf,3.0,912.0,TA,TA,Y,143,0,0,6,2008,WD ,144000,1.0,0
90,RL,68.8,9555,Pave,IR1,Lvl,Edwards,Norm,Norm,Duplex,2Story,5,6,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,NA,NA,NA,0.0,GasA,TA,Y,SBrkr,2233,5,2,TA,11,Typ,0,Attchd,1979.0,Fin,2.0,579.0,TA,Gd,Y,0,0,0,2,2007,WD ,141000,2.5,0
20,RL,60.0,7200,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,4,8,1972,2006,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,No,385.0,GasA,Gd,Y,SBrkr,875,3,1,Gd,5,Typ,0,Detchd,1975.0,Unf,2.0,728.0,TA,TA,Y,352,0,0,10,2007,WD ,117000,1.0,0
190,RM,60.0,6780,Pave,Reg,Lvl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,6,8,1935,1982,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,Av,520.0,GasA,Gd,N,SBrkr,754,2,1,TA,5,Typ,0,NA,0,NA,0.0,0.0,NA,NA,N,53,0,0,6,2006,WD ,84500,2.0,0
20,RL,188.0,53227,Pave,IR1,Low,ClearCr,Norm,Norm,1Fam,1Story,4,6,1954,1994,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,1364.0,GasA,Ex,Y,SBrkr,1663,2,1,Gd,6,Min1,2,Attchd,1954.0,Fin,2.0,529.0,TA,TA,Y,224,0,0,3,2008,WD ,256000,2.0,137
20,RL,70.0,9100,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,925.0,GasA,Ex,Y,SBrkr,925,2,1,TA,5,Typ,0,Detchd,1965.0,Unf,1.0,429.0,TA,TA,Y,0,0,0,7,2009,WD ,117500,1.5,0
50,RL,130.0,9600,Pave,IR1,HLS,Crawfor,Norm,Norm,1Fam,1.5Fin,5,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,BrkTil,TA,Fa,No,728.0,GasA,Ex,Y,SBrkr,1308,2,1,TA,7,Min2,2,Detchd,1940.0,Unf,1.0,256.0,TA,TA,Y,0,0,0,6,2009,WD ,160000,2.5,70
20,RL,81.0,14175,Pave,Reg,Bnk,Sawyer,PosA,Norm,1Fam,1Story,5,5,1956,1998,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,1240.0,GasA,Gd,Y,SBrkr,1375,3,1,TA,6,Typ,1,Attchd,1956.0,Unf,1.0,323.0,TA,TA,Y,0,0,0,12,2007,WD ,187000,2.0,0
60,RL,110.0,14277,Pave,Reg,Lvl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,280.0,Gd,TA,PConc,Ex,TA,Mn,1317.0,GasA,Ex,Y,SBrkr,2385,3,1,Gd,7,Typ,1,Attchd,2003.0,Fin,3.0,818.0,TA,TA,Y,192,0,0,1,2007,WD ,350000,3.5,228
90,RL,60.0,9000,Pave,Reg,Lvl,NAmes,Norm,Norm,Duplex,2Story,5,5,1974,1974,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,896.0,GasA,TA,Y,SBrkr,1792,4,2,TA,8,Typ,0,Detchd,1982.0,Unf,2.0,480.0,TA,TA,Y,0,0,0,6,2008,WD ,133000,3.0,45
20,RL,105.0,13693,Pave,Reg,Lvl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,554.0,Gd,TA,PConc,Ex,TA,Gd,2418.0,GasA,Ex,Y,SBrkr,2464,4,1,Ex,9,Typ,1,Attchd,2007.0,Fin,3.0,650.0,TA,TA,Y,358,0,0,8,2008,WD ,417500,3.5,78
120,RL,51.0,3635,Pave,Reg,Lvl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,Gd,TA,PConc,Gd,TA,No,1386.0,GasA,Ex,Y,SBrkr,1569,1,1,Gd,7,Typ,1,Attchd,2007.0,RFn,3.0,660.0,TA,TA,Y,143,0,0,5,2009,WD ,175900,2.5,20
20,RL,84.0,10933,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2009,2009,Hip,CompShg,VinylSd,VinylSd,Stone,242.0,Ex,TA,PConc,Ex,TA,Gd,1555.0,GasA,Ex,Y,SBrkr,1680,1,1,Ex,8,Typ,1,Attchd,2009.0,Fin,3.0,1138.0,TA,TA,Y,185,0,0,7,2009,New,323262,2.5,24
20,RL,65.0,8450,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,1337.0,GasA,Ex,Y,SBrkr,1337,3,1,Gd,6,Typ,0,Attchd,2003.0,RFn,2.0,531.0,TA,TA,Y,0,0,0,10,2007,WD ,185000,3.0,39
30,RL,60.0,8550,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,8,1934,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,816.0,GasA,Ex,Y,SBrkr,816,2,1,TA,4,Typ,1,Attchd,1949.0,Unf,1.0,240.0,TA,TA,Y,228,0,0,7,2006,WD ,129800,2.0,40
20,RL,95.0,12182,Pave,Reg,Lvl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,Gd,TA,PConc,Gd,TA,Mn,1541.0,GasA,Ex,Y,SBrkr,1541,3,1,Gd,7,Typ,1,Attchd,2005.0,RFn,2.0,532.0,TA,TA,Y,0,0,0,5,2010,New,220000,2.0,70
50,RM,51.0,6120,Pave,Reg,Lvl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1935,1995,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,TA,No,884.0,GasA,Ex,Y,SBrkr,1573,3,1,Gd,6,Typ,0,Detchd,1935.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,7,2009,WD ,133000,1.0,174
50,RL,60.0,10800,Pave,Reg,Lvl,NAmes,Artery,Norm,1Fam,1.5Fin,4,7,1949,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,832.0,GasA,TA,Y,FuseF,1461,4,1,TA,6,Typ,0,Detchd,1949.0,Unf,1.0,384.0,TA,TA,Y,0,0,0,8,2009,WD ,133500,2.0,204
90,RL,77.5,12760,Pave,IR1,Lvl,Mitchel,Norm,Norm,Duplex,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,1958.0,GasA,TA,Y,SBrkr,2048,5,2,TA,9,Typ,0,2Types,1976.0,Unf,2.0,776.0,TA,TA,Y,0,0,0,3,2010,ConLD,170000,3.0,0
60,RL,63.6,7655,Pave,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,903.0,GasA,Gd,Y,SBrkr,1642,3,1,TA,7,Typ,1,Attchd,1993.0,RFn,2.0,392.0,TA,TA,Y,290,0,0,7,2007,WD ,168000,2.5,84
70,RM,60.0,10560,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,2Story,6,7,1922,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,TA,No,738.0,GasA,Ex,Y,SBrkr,1470,2,1,TA,6,Min1,0,Detchd,1970.0,Unf,2.0,624.0,TA,TA,Y,0,0,0,6,2010,WD ,140750,1.5,0
60,RL,60.0,7500,Pave,Reg,Lvl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,938.0,GasA,Ex,Y,SBrkr,2299,5,1,TA,7,Typ,1,Attchd,1999.0,Fin,2.0,482.0,TA,TA,Y,188,0,0,8,2007,WD ,204000,3.5,30
60,RL,68.6,9505,Pave,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,Gd,TA,PConc,Gd,TA,No,884.0,GasA,Ex,Y,SBrkr,2035,3,1,Gd,8,Typ,1,BuiltIn,2001.0,Fin,2.0,434.0,TA,TA,Y,144,0,0,5,2010,WD ,222500,2.5,48
85,RL,69.0,10205,Pave,IR1,Lvl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,925.0,GasA,TA,Y,SBrkr,999,3,1,TA,6,Typ,0,Attchd,1962.0,Unf,1.0,300.0,TA,TA,Y,150,0,0,5,2006,WD ,134500,2.0,72
120,FV,45.0,4379,Pave,IR1,Lvl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,1378.0,GasA,Ex,Y,SBrkr,1378,2,1,Gd,6,Typ,1,Attchd,2004.0,Fin,2.0,540.0,TA,TA,Y,160,0,0,7,2007,WD ,214000,3.0,56
190,RM,65.0,7800,Pave,Reg,Lvl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,793.0,GasA,TA,Y,SBrkr,1118,3,1,TA,5,Typ,1,Detchd,1939.0,Unf,2.0,410.0,TA,TA,Y,0,0,0,5,2006,WD ,119900,2.0,271
